posting_hash , ngram_size, doc_count
7ba6b6b5b8e8d33e, 1, 1
3d84ac67bd3be2f0, 3, 1
d27a9efe18e1d8fd, 3, 1
530e9577edac4a12, 2, 1
c3b171e2f66f0e4, 1, 1
f054b1090f8038e0, 1, 1
11ac735a84b51469, 3, 1
1ba0aba3c88ba8fa, 2, 1
136f913f6512576b, 1, 1
b62022c2f500a068, 2, 1
45d48b1911f036, 2, 1
4530f5ee7c8a3c81, 2, 1
de9996b44f85a29e, 1, 1
1d3fbd210c5c58a6, 2, 1
992786885b439b1b, 1, 1
8e45e740245e111d, 1, 1
5b3c9f66c30e23f2, 3, 1
f38085e4ccdbd528, 3, 1
37ab3fe14b5f20e4, 1, 1
16f7c9f528829254, 3, 1
b86b307dda0abe9a, 3, 1
18c09d963f9e1908, 2, 1
feb4e8ae2439b4c7, 2, 1
85ffcfb3509dfcf5, 2, 1
5b5330367de17f65, 3, 1
f901060ccb4296a0, 2, 1
60e807a0bf5f00bd, 3, 1
c128f3fdc6a87b1e, 2, 1
90ff00bc3f240ebe, 1, 1
cf3243dbaef79f1c, 2, 1
90a59ebbda8e29c7, 3, 1
a0cceb638cec2bc0, 1, 1
43b6764026350699, 3, 1
d47d928eaf328abf, 3, 1
2f298847bcfd48e4, 2, 1
80f4cda9f26a41da, 1, 1
c4a95e2192851cdf, 2, 1
a791f125f36514bc, 2, 1
91fb7f9b59208dc3, 3, 1
956d719b4978a702, 3, 1
d176e090c450f3b5, 1, 1
5919f53ddf2687b0, 3, 1
e679d467ac68088c, 3, 1
ce350ced84ba5c95, 3, 1
d7f8ef4bd3543a9c, 1, 1
5cfb07429df7288e, 3, 1
91d5f7e9e036fe18, 3, 1
b94284af923f2472, 2, 1
8c7afdd5986fd72f, 2, 1
a702f8eee7e144db, 3, 1
1e80886df1cefdd1, 1, 1
31344394e8621927, 2, 1
500e7d2bf8c66271, 2, 1
b64e93acea6d6b56, 1, 1
e81fa095126fbed1, 3, 1
cffaff66066223ce, 1, 1
207673327962bb48, 3, 1
d6be5ce957164f9e, 3, 1
cb7321cb9be818a7, 2, 1
e3fb489b84504b13, 1, 1
cfde58e3a08b44b8, 3, 1
59b693f35e0fbca7, 3, 1
2f7d5fa35b4bf8e4, 3, 1
fa26939236981d30, 2, 1
ac2fb50144a0adca, 3, 1
570f49e6ce6e8e7a, 2, 1
71e5b7c249cebc65, 1, 1
5250c5d41cd90742, 1, 1
d4a60d275e9fef45, 2, 1
56fa156b0da85512, 2, 1
f17270b50bb37e7d, 1, 1
aaae84b6fb1fc423, 1, 1
e9b173c8bd35c622, 1, 1
90d1fef4e3a7756f, 3, 1
36eb0a9404fd3a42, 1, 1
5eb50be77d652245, 2, 1
b4b10cf9344059ba, 2, 1
3d07c0c8f2f5d94f, 3, 1
36081ecd4ff0a2f6, 3, 1
e6ff9f5333a3b9e6, 2, 1
eabcbc1373a81977, 2, 1
7ba1b3cf9a175bd9, 2, 1
25573cfe83d40121, 3, 1
f8b462f100aa9f16, 3, 1
d975576ba8279675, 2, 1
b5fb9b79f140c681, 2, 1
8188bc9f01b2ed7e, 2, 1
ea59273ac0e0dd83, 1, 1
e3c63b0698026bae, 2, 1
c19c42ccebd26d05, 2, 1
434aa26971a74f51, 2, 1
e277ce32a4b0532f, 3, 1
deaaf5fcf8fb3ca0, 3, 1
51b58bf9d9288879, 3, 1
edaefc29261585bf, 2, 1
a0238313f34e7e6a, 3, 1
4f532391a8b2a751, 1, 1
bdbd41a9758feac3, 2, 1
c44d884a69880be5, 3, 1
231b068a24eaa461, 1, 1
687a340827e6d2d9, 2, 1
e9d2406c04f36f30, 3, 1
6a03bdc474bf052b, 3, 1
84aefbd174578793, 3, 1
e225a308fa0a8a1f, 1, 1
e60f2746138bbc5f, 3, 1
efc2aa452c4c569c, 2, 1
c601ddfb4bb808af, 3, 1
fd1e07905b50e381, 2, 1
f642f76779073e7b, 1, 1
90c66982f62ccfed, 3, 1
1e50f0e00728b161, 1, 1
303d2e577455ddbd, 3, 1
3dc419c73b4fcaa3, 3, 1
e4c6fd21563404d6, 1, 1
840e0ae930f5b937, 3, 1
7911c9f91a6c5283, 3, 1
f7e2e23932bb627b, 1, 1
df1a09de601a766c, 2, 1
b894d548fadaa047, 3, 1
b41561a39ad03861, 2, 2
e222770930b481a3, 1, 1
3935be02a7557872, 3, 1
4dc8176d8cda8581, 1, 1
16ea4b798c89c647, 1, 1
8f5b33be983e55c3, 1, 1
b1bc622665877efd, 2, 1
f9f2c971e7e41628, 3, 1
6be1506ce65b485b, 3, 1
b0d4e61e3ca854ac, 2, 1
45ea149c02ad9b90, 3, 1
9548b97521b14dd3, 2, 1
147c21b6a1a38f, 2, 1
f188ca7c3deba4f5, 3, 1
13c30869b6d1587d, 2, 1
103976c4fa83bcc3, 3, 1
d93d69a0c5417fa6, 3, 1
f2b41ae2af52d547, 3, 1
f9d9aa4dc52ccf47, 3, 1
60b2e5314e798a79, 2, 1
57042b2c10bffe73, 3, 1
a8120ede65e124a2, 1, 1
372afc21b01769fb, 1, 1
a33b491dc2203824, 2, 1
56a4bd42fb04dfe1, 3, 1
389ff6cd31be3b36, 3, 1
5bf19e5a72df0121, 2, 1
dd8027fa1693b46e, 2, 1
2070aa84a7b788d8, 3, 1
67b05bb7f93a3065, 3, 1
6a4e476e9f3f48ec, 1, 1
f767231b04cc54a0, 2, 1
af10cd10646c80af, 3, 1
e54be3656f642154, 2, 1
9b6c77d5f36549ef, 2, 1
17a3335ecb03f937, 3, 1
eff0789abcfb882e, 2, 1
e2fac30c9f038834, 3, 1
b44d87a8e147e240, 3, 1
e54fc5b925b037b1, 3, 1
b953eeeaad249128, 2, 1
bed72b596bcebb3, 2, 1
99fc3b21c46f18c2, 3, 1
f23e5db170f71308, 3, 1
ec70cd4ecbe59892, 2, 1
fdc448169613ca4f, 3, 1
2e4a1a1fd4778fc7, 2, 1
f2710c734a81d4c2, 3, 1
c1581b4acb78b1db, 1, 1
e2c278f60ece0b28, 2, 1
f36ffb7819612c13, 3, 1
90632fe1743ddfc2, 3, 1
36053b8670e2dd2d, 2, 1
828b4be13d4888bd, 3, 1
ddbc9e70976d61b3, 1, 1
52c252dcff5b4cb7, 3, 1
62c10112a8d3fc8e, 1, 1
60f59fd79c745260, 2, 1
40337a8db1ca68f7, 2, 1
1aed45341ade6b15, 2, 1
a15f86f142a9457f, 3, 1
608b7976bdbed1d8, 1, 1
f90f341b4543f021, 2, 1
d06dbc97267bce9c, 3, 1
36e22a53e47c9a9a, 3, 1
a8d997cd7d6a0a5e, 3, 1
67b53c5627288b0d, 3, 1
bdbf851ce5eca409, 3, 1
754bdfde3ea054b4, 1, 1
49c529d04e709c21, 2, 1
91e5ca5c68fca264, 2, 1
2747f23b849d0eb6, 2, 1
95961f8986e788d8, 2, 1
af0b77f11d7a3c98, 1, 1
cc02df9dfc2a9745, 2, 1
71bbe499441211ec, 3, 1
b21c71e46106ec51, 3, 1
78490c395eb40770, 1, 1
72d5a7ca2180dacf, 3, 1
500c222ba9bd1d3e, 3, 1
ff920f8b78d9c64d, 1, 1
a62e07b68f768a6e, 3, 1
4d06dc43a24fbf4, 3, 1
6ddaaf3f68d36d67, 1, 1
3504c7be8d8804be, 1, 1
649b530b200b8b78, 1, 1
1b97b01dcdb2f8ac, 2, 1
1fc84ddf1a70ee3a, 3, 1
e9c39effd95fa5d7, 2, 1
4c5f58f20cec9580, 3, 1
28c142d361e2f9ee, 2, 1
6e8d79d461da2162, 3, 1
a25727de9c0444b3, 1, 1
2d6e535827e3fa21, 3, 1
d746823356e14c5f, 3, 1
5aee6c35bac85fea, 3, 1
19c0779484388a7a, 3, 1
77438745f5d96f1e, 3, 1
ec090a900f8d5b80, 2, 1
2ab4f167b459f172, 3, 1
f6cbb2090c117afa, 3, 1
de61fb247c567181, 2, 1
28cd4bae7d474dff, 2, 1
36414270b7f6565d, 3, 1
1115c89133d4e977, 3, 1
2ab7c6dcef4db9e, 2, 1
49c93cf876bf77a5, 2, 1
26a1036f34149ea, 2, 1
4ed8321e9e83020b, 3, 1
44201e4ceb7e2db6, 3, 1
b0fc05c69fcfcf89, 3, 1
8db7e9e56f89920d, 1, 1
8da26af2c0d0c982, 3, 1
81f98d9aba7f10b1, 3, 1
c57dbe52b3288b0c, 3, 1
f097e6f9e2b47462, 3, 1
2116c54bce9ab122, 2, 1
2db12559681a13c0, 3, 1
3e223ffb2c45daf2, 2, 1
4187f86a07662fff, 1, 1
f1d93711469670d6, 1, 1
4bf07043f01f1871, 2, 1
a0308224445f0ebc, 1, 1
c45aeea0029b51a1, 2, 1
59c33dd0c16650f6, 3, 1
e09f1c6b54c175a, 3, 1
a6a2b430beb45f73, 1, 1
22c4b9fda0a1656b, 2, 1
4f8d17a99599ae15, 1, 1
97dc661a9d6000ab, 1, 1
e4bc99e693db8f14, 2, 1
a7f27dcffa914775, 3, 1
eed0f42090ec161d, 2, 1
33c668252aa0a4a5, 1, 1
add6527d319fb98c, 2, 1
98e457d7600f5f24, 2, 1
21a37093d30cfbe, 1, 1
6a2fbb8d4063cf88, 2, 1
4cd142fa439ef29, 3, 1
f046a9306f00de90, 1, 1
301f3155faffcd18, 2, 1
bdabcda1109b97a9, 3, 1
41c35c55d829dc8e, 2, 1
aa26390907f72c98, 3, 1
ffe241758362574e, 2, 1
57ea736d60cb9364, 2, 1
8a068891218c8b9f, 3, 1
4ffa7fb3b77cd168, 3, 1
225e0aeef4293b79, 3, 1
35fbf0c2b4a6debe, 3, 1
e2d624c1df9e7ad1, 1, 1
49eca96009697167, 2, 1
60a411841a1ce2be, 3, 1
3cdc3f5d9b29be54, 2, 1
a8cc102f5163e6de, 2, 1
4474a010059cde01, 1, 1
b7e6bc52a9266ebc, 2, 1
58307ad1ac06416b, 1, 1
ead08143255f0e9, 3, 1
d983eb09b821b62f, 3, 1
978e6cbe6d171d0a, 3, 1
6bb19d74e56857f2, 2, 1
db0d7dce9a021e9b, 2, 1
f7551de809d01151, 3, 1
770cefc9fe9dfea0, 2, 1
80e59c2ff5c58333, 2, 1
9366e485e4392a40, 2, 1
667e0409cca38d6a, 1, 1
f69fc5e63397f6cc, 2, 1
3dbaf512c1094c86, 3, 1
d435c2c46a4afce6, 2, 1
be3c4db9715af59a, 1, 1
83c4b4de00b00afc, 1, 1
8d0aebc7e9069548, 2, 1
fc0fdaef12e77955, 3, 1
5053266a1de811f0, 3, 1
ffa59b7e6882a21b, 2, 1
72ae44853cf12170, 2, 1
2458a05c2e8cadf0, 3, 1
c24cf63423f09d78, 1, 1
dca996b9ebe77b9a, 2, 1
f285a04d52c3a827, 3, 1
d65f187790d886ec, 3, 1
4eba9a2000b7992b, 3, 1
73f42ea562b7bea5, 2, 1
6d6ce5fdd91366ed, 3, 1
2854362bd5f8d556, 2, 1
4d888dea5af06799, 3, 1
82990d3c9f9fa7a, 2, 1
7e3d3e80ab42cd16, 3, 1
e5b186ace006d4a3, 3, 1
2aa86dfadf8f1ad0, 2, 1
e3fe4d39b1b19413, 2, 1
e5a76baecef84dee, 3, 1
be3ddd78aa54810a, 2, 1
471ff1e22c1c765f, 2, 1
a155ce688f48484, 2, 1
b871f5a269c8dea1, 3, 1
819aa64b1815f46e, 3, 1
3090a4ffc6234b23, 2, 1
bc4beb1293290aab, 2, 1
f0762e7475298115, 1, 1
28c0d12068576c8e, 3, 1
15fc7f926497afe, 2, 1
a24e16cb3e53d6aa, 2, 1
23fbf59178074836, 1, 1
e8d1d6c4a15efd0c, 1, 1
7cacb5c441c388af, 1, 2
c43229c60462cd3d, 1, 2
2f5c40c4026e3ede, 3, 1
b35e7ed34e0cd0fb, 2, 1
2201c2d12730b484, 1, 1
8a497d7f96f0a6e9, 2, 1
6ee7620969266da9, 3, 1
db4d4ba2b5cc56c9, 2, 1
732aeb10658fb6b9, 2, 1
47346d7f615edd13, 3, 1
59ebfc9b10638c44, 3, 1
eb28dd3f6ca9f80f, 3, 1
9b13b48407d8e11d, 3, 1
b6339b5a7bbf6611, 1, 2
cc8d1f5689f76a5a, 1, 1
b823810016559f0a, 2, 1
cb8aed5c201a996c, 2, 1
caa4312a3f52b43e, 2, 1
ae5b2df18d30ef74, 1, 1
de057fea077bb721, 1, 1
a4088b871457631f, 1, 1
60cb33c311b5cacb, 1, 1
b9d7b8d2f27014b1, 3, 1
d3abdfc250f4eee2, 3, 1
92a98bf33d0550e7, 3, 1
4a8f7a1aee97a0c2, 3, 1
17da646c3715e6e3, 1, 1
1f56d6a9cd411506, 2, 1
dacf3662e6463efb, 2, 1
2c3141ecf8a45e72, 2, 1
7d903a76ce447623, 1, 1
ee67fb62e74882a7, 2, 1
dfd0b8f8f78aea5a, 3, 1
b08a18f5f8af1359, 1, 1
5b6984c5bf5d6bdc, 3, 1
85f66a81439eec89, 3, 1
8c8ea0b8b2a46cb8, 2, 1
864da66a7aaecb53, 3, 1
de233af373c9f8d1, 2, 1
66326631d1e4e192, 2, 1
e771a7deccc454ea, 2, 1
8965c87e2a1494a7, 1, 1
379012b6d679c784, 2, 1
27f48ecbe93bfbb1, 2, 1
e2a6d6ebaaf65702, 2, 1
a8dae78600f2917c, 2, 1
b781c55685271179, 2, 1
c93951b09a7a6d3f, 2, 1
55a422c5f177ded3, 3, 1
d6f79dbf5e839bb9, 1, 1
f92fa297d054325e, 2, 1
98cec668ac29aff4, 2, 1
8c4eeeb58910eb, 2, 1
6c62fc5058f76e93, 1, 1
5b68987650d075b7, 3, 1
a405f171bcf15322, 2, 1
f5d65b7a2b2796a9, 2, 1
4e2dbd1a12aff03d, 2, 1
7bb9e0168f782702, 1, 1
5ea7ce0d1c07f67d, 1, 1
e0f00262e73bbe32, 1, 1
9f824878df536362, 2, 1
22e4c9d054f1d4d2, 1, 1
113db5ce4275d523, 3, 1
a6a804525a763686, 2, 1
33422a1115b0e8fc, 3, 1
a4ef8bfcf8fb4f87, 3, 1
8354e1754c20c367, 2, 1
dcbf340708189456, 2, 1
35161774477ee137, 2, 1
33d88d359eaae213, 3, 1
9cd8a0bd2fd0e1a0, 2, 1
c3efcc8bbe0c8a30, 2, 1
bdfb1d25d2996af4, 3, 1
fbb6910fc47f22d5, 3, 1
2dba014b6a09d041, 1, 1
e36d9a1aa4a31c06, 3, 1
99daddf28ed19ea5, 1, 1
e22acfd51cab4d07, 2, 1
b52837a63971df17, 3, 1
9f11da4dc7ff058a, 2, 1
3a5dbf7a07e3197f, 1, 1
933482e2bff56e2f, 3, 1
b1c19175053b8e90, 2, 1
cfe96eb7323aff29, 2, 1
5e812d46a6fdf722, 3, 1
6f7a66afd85c239a, 1, 1
5c3ea2b4ea6f02de, 1, 1
3721b46e7f98b519, 3, 1
f8a04ed1f0f45acd, 3, 1
20fd67a4cdcde18, 1, 1
151b8fe8952aec20, 2, 1
851c0cfe872ccb79, 1, 2
d92af37b81c99926, 3, 1
a484bb41854af0a6, 3, 1
9325eae3cbbe5ee6, 3, 1
585d42649263c99b, 1, 1
11df4d0ba3ad3ebb, 2, 1
57752055c8c53233, 2, 1
ddadd3d906fdd63d, 1, 1
412ff772bd767eb1, 2, 1
8c94834be439fb76, 3, 1
f9c89bf5cb1d185d, 1, 1
5308d7123c98fe67, 2, 1
4b5c73a4d176c716, 2, 1
8dcb1e146108223b, 1, 1
9d9f925b775ea0f8, 2, 1
2e60da3ec0f6111f, 1, 1
2ac62fa93614f696, 2, 1
aca137e76391211c, 3, 1
38e8920ffe8eca03, 3, 1
b9a6115d0464ff8, 2, 1
cdc01a43e152cb6b, 2, 1
a2b11fdbb99207d4, 3, 1
a1075971db33f9e1, 3, 1
874a139f41651078, 2, 1
1884318ad8ebbd9d, 2, 1
6f028eb9087b5202, 2, 1
1fb25036fad2adc5, 3, 1
b8e6f2955f0a9c01, 3, 1
42ee19b7bec5f9da, 1, 1
f5eb21453de1d4f2, 1, 1
f2a36c4088e3b2fb, 1, 1
8898ad9e40c20274, 1, 1
7719676ff0158743, 3, 1
61b574f828b0df38, 2, 1
2f7298ccff6798a0, 2, 2
bf20060c306114d4, 3, 1
c4004ef5ed438acf, 2, 1
3d36ddbf567aaf9e, 2, 1
c52a61446456375e, 3, 1
b047c83f70b2ab81, 3, 1
51846e5b96a8eefc, 1, 1
ab33056ce8093846, 3, 1
8c281c66c3150b76, 2, 1
316f52a0649a0697, 3, 1
e683c76e1dd633b7, 2, 1
2a7f76ca594fad2f, 2, 1
d6ad2572fef5cf00, 3, 1
d7566464daea484c, 2, 1
efa72b270c3812ca, 1, 1
464d66e765e9323d, 3, 1
a8a2108fd883c79a, 2, 1
78b00fc75258e6ef, 1, 1
79c8e204607747d3, 3, 1
cb42bd6b0de0040a, 1, 1
2eba33234b05d6ff, 1, 1
992348aaf92dbc04, 3, 1
9838d1e39ee6c07c, 1, 1
4ce6a2a92ca5acc5, 2, 1
cd8e83821386ea1b, 2, 1
356143a5c74181cf, 2, 1
abb19a7bf51b68ba, 2, 1
3ec3fed399c4d72b, 2, 1
2e153b7689d70c4a, 1, 1
5ae16b25239a0341, 3, 1
33f8128b5bfed4a, 3, 1
2581ba432037614a, 3, 1
c72b1f7e8db8a0db, 3, 1
2b77ec94c362ef6a, 1, 1
b59701643aedf8e6, 1, 1
e1943e8f5578bc2, 3, 1
63a7052f96031002, 3, 1
2a9673f278f92b0, 1, 1
346549057d56f085, 2, 1
2c84496e98086703, 3, 1
99b55d2279e12fde, 1, 1
43f44683c3abdb4, 2, 1
a625a521f545941c, 3, 1
17642e1cc64727ca, 3, 1
61f404d796dc0a8a, 2, 1
85706a367ac325ae, 2, 1
36176fd52b94c60, 3, 1
699d5c2360913fb4, 3, 1
2ccdcc57a24c1be3, 2, 1
1fd2959abf505eeb, 2, 1
c1aca16aa80df81a, 3, 1
9f4990f356c2c95a, 1, 1
3dd8b314ac52eb85, 1, 1
c75bba1366988ae8, 2, 1
315eb8dd797a812a, 3, 1
164b2a93a3adb4ec, 3, 1
cd57980453a782f8, 2, 1
e64a043c5797e410, 2, 1
97f9aeb17089ba09, 3, 1
9ae2951f5c36017e, 2, 1
4c78fb102271a440, 2, 1
c8516b49ae52ce2a, 2, 1
cb67f606e0a28142, 1, 1
d7b2cb28ea572a54, 3, 1
a27feb3aac41933b, 2, 1
53dc1934e00298f8, 3, 1
a4a15287022c459b, 2, 1
41a869330009e078, 1, 1
5f5803393fc83496, 2, 1
48eafb9369728932, 2, 1
8a414240e116b0e2, 2, 1
afd70a061ee81f05, 2, 1
b0cb9c941afdb059, 1, 1
4c3ab7d7555c587d, 3, 1
961e2f0acba42572, 3, 1
cd9a1e0b7297b2d0, 3, 1
9dbc2cfaa5694b41, 3, 1
34b16dc12448fda5, 1, 1
813d390b6ef03f12, 1, 1
3930f2cca2619fe9, 3, 1
14c73851bc7e754a, 1, 1
a012e46e95dcac55, 3, 1
95858a894df91b81, 3, 1
956ccf6bea2ef20d, 3, 1
43f169593be015d6, 2, 1
f9846b0d1eceb43f, 1, 1
658ae96c50e741e0, 3, 1
d0effa882d26e041, 1, 1
804e352f881da851, 3, 1
1c4914a1cc63a909, 1, 1
f007d416dc8d6b6d, 1, 1
32eb4b96e82ab150, 2, 1
d51d0bb9caa8d2f9, 3, 1
ec81727336bde73a, 2, 1
dbdb12707cc04ae8, 2, 1
297d77be2a3af527, 1, 1
6f51efd297b960a2, 3, 1
3a9412854bc400b, 1, 1
ab3308020aa9d48d, 1, 1
44d436a770f9412, 1, 1
4e9df68e5da711a4, 1, 1
ebb118a4520edce, 3, 1
1b122ef02f71af5a, 1, 1
79bed5e96e492896, 1, 2
cc5a4f8695b7e84b, 1, 1
29f6c87ae1b3005f, 1, 1
acd0548071387b2d, 1, 1
5f3be0f8aa55ea91, 1, 1
13c4f1264e6a8c2c, 3, 1
8aa25dec9bcb1185, 3, 1
bd8e25bd1feb996b, 2, 1
f2026b49f3a2b24e, 3, 1
bf27e0d06ce9af2a, 2, 1
523dbae3d986865f, 2, 1
278e3db5ceb4db37, 2, 1
61c108a081eb0590, 3, 1
d1245c77ea25a37f, 1, 1
aab9cb3f211979d9, 1, 1
afe674fadd9c2a4a, 3, 1
fff9b9c18a73f1e2, 2, 1
acb9391380cfa916, 2, 1
479cc4d540beb4c9, 2, 1
9130f7fae5ef0366, 2, 1
e738aff83321ed3e, 2, 1
d2877445128b3bd, 2, 1
fc6a085ee51fdffb, 3, 1
c8b087be51bd331b, 3, 1
5b77483982cc7574, 2, 1
99c62369acf7ff20, 2, 1
bfe9ccfbb44b94fb, 1, 1
c81642ee1ad99b0c, 3, 1
f7f559efbcda3580, 3, 1
f65c581faa7f9c6f, 1, 1
66566db115b8bbff, 3, 1
76fa94766df0bd84, 3, 1
aa5ff7a5090c5bf1, 2, 1
e6970d1c11669517, 3, 1
2b19b71d7c64bd9a, 3, 1
947452b6813cd3db, 1, 1
9a5a49287a056181, 3, 1
e769e1d0eadd5cfa, 2, 1
15d868beae337c2c, 1, 1
8eeb318edaeca87d, 2, 1
efd46542133b5faf, 3, 1
12372772f4589497, 1, 1
48b23f93ae0b6d4a, 3, 1
858b05cf82c5d0a4, 3, 1
ac57241658514fb4, 3, 1
5285485a797807ae, 2, 1
bd95e8850a060194, 3, 1
30944193ae64abf, 2, 1
189f7831f8f60ec8, 1, 1
d6f5683f3195e454, 1, 1
482396ae13cc6d7c, 2, 1
1d5bd0f03d47469a, 3, 1
7f263037de9f7dba, 2, 1
c670b96ffb8ee08e, 2, 1
9f38f1594742ecb9, 3, 1
1e2b6754c69256bc, 2, 1
32fbbeb6f954c1ab, 3, 1
5b541e47cecae0c2, 2, 1
ce7b218e550e8ba0, 2, 1
6e8b4e02dd26595c, 1, 1
dd2c15e90eb1fa5c, 3, 1
5282cb73692091fc, 2, 1
c07ce082e110c4a2, 1, 1
af71ddde19a596c, 2, 1
975dfd300c98c961, 2, 1
58d3d0401ffbfaad, 1, 1
4eeb25cd0e72df68, 2, 1
6ff8e964d2d33212, 2, 1
fc5e9b4db810ef3f, 3, 1
5341444a62618e0e, 2, 1
20967edb183ed436, 2, 1
f54a473e34edb7db, 3, 1
a2dc9e8054dfb238, 2, 1
d3b2f34fcad94d24, 2, 2
1806d3677547681, 3, 1
d7beeac911e338b7, 3, 1
aa6536acccd66781, 2, 1
ee0a006bbfcb09d7, 3, 1
45a8b92370e7c730, 1, 1
